EmpID;Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
RM1350;26;No;Travel_Rarely;Research & Development;1;2;Life Sciences;2;Female;2;1;Research Scientist;3;Married;2933;1;Yes;0;3;3;1;1;3;2;1;0;1;0
RM1362;26;No;Travel_Frequently;Research & Development;6;3;Other;3;Male;4;1;Laboratory Technician;4;Married;2544;0;No;0;3;1;1;8;3;3;7;7;7;7
RM1387;26;No;Travel_Rarely;Research & Development;1;3;Medical;3;Male;3;1;Laboratory Technician;1;Single;2867;0;No;0;3;4;0;8;6;2;7;7;7;6
RM1465;26;No;Travel_Rarely;Sales;5;3;Other;4;Female;2;1;Sales Representative;3;Single;2966;0;No;0;3;4;0;5;2;3;4;2;0;0
RM1465;26;No;Travel_Rarely;Sales;5;3;Other;4;Female;2;1;Sales Representative;3;Single;2966;0;No;0;3;4;0;5;2;3;4;2;0;5
RM005;27;No;Travel_Rarely;Research & Development;2;1;Medical;1;Male;3;1;Laboratory Technician;2;Married;3468;9;No;0;3;4;1;6;3;3;2;2;2;2
RM042;27;No;Travel_Rarely;Research & Development;2;4;Life Sciences;4;Female;3;1;Laboratory Technician;1;Divorced;2341;1;No;0;3;4;1;1;6;3;1;0;0;0
RM044;27;No;Travel_Frequently;Sales;8;3;Life Sciences;4;Male;3;3;Sales Executive;3;Single;8726;1;No;0;3;4;0;9;0;3;9;8;1;7
RM162;27;No;Non-Travel;Research & Development;9;3;Medical;4;Male;3;1;Research Scientist;2;Divorced;2024;6;No;0;3;4;1;6;1;1;2;2;2;2
RM165;27;No;Non-Travel;Research & Development;3;3;Medical;3;Male;2;1;Research Scientist;3;Divorced;2566;1;Yes;0;3;4;1;1;2;2;1;1;0;1
RM171;27;No;Travel_Rarely;Research & Development;17;3;Technical Degree;3;Male;3;1;Research Scientist;2;Married;3058;0;Yes;0;3;4;1;6;3;2;5;2;1;1
RM192;27;No;Travel_Rarely;Research & Development;9;3;Medical;4;Female;3;1;Research Scientist;2;Single;2279;1;No;0;3;4;0;7;2;2;7;7;0;3
RM201;27;No;Travel_Frequently;Research & Development;1;1;Technical Degree;3;Male;2;2;Manufacturing Director;1;Married;4298;5;No;0;3;3;1;6;1;3;2;2;2;0
RM213;27;No;Travel_Frequently;Sales;20;3;Life Sciences;4;Female;3;2;Sales Executive;3;Single;9981;1;No;0;3;4;0;7;2;3;7;7;0;7
RM319;27;No;Travel_Rarely;Research & Development;5;3;Life Sciences;3;Female;3;1;Research Scientist;2;Single;2478;1;Yes;0;3;2;0;4;2;2;4;3;1;2
RM321;27;No;Travel_Rarely;Sales;2;3;Life Sciences;4;Male;3;2;Sales Executive;3;Single;4478;1;Yes;0;3;1;0;5;3;3;5;4;0;4
RM332;27;No;Non-Travel;Sales;1;1;Marketing;3;Male;3;2;Sales Executive;2;Married;6349;0;Yes;0;3;4;1;6;0;3;5;4;1;4
RM340;27;No;Travel_Rarely;Sales;8;4;Marketing;2;Female;3;2;Sales Executive;2;Married;6214;1;No;0;3;1;1;8;3;3;8;7;0;7
RM374;27;No;Travel_Rarely;Research & Development;1;2;Medical;4;Male;3;1;Laboratory Technician;2;Divorced;3816;1;No;0;3;2;1;5;2;3;5;2;0;4
RM486;27;No;Travel_Rarely;Research & Development;6;4;Medical;1;Female;2;1;Research Scientist;3;Divorced;2187;0;No;0;3;3;2;6;5;2;5;3;0;3
RM496;27;Yes;Travel_Rarely;Sales;2;1;Marketing;3;Male;3;1;Sales Representative;1;Divorced;3041;0;No;0;3;2;1;5;3;3;4;3;0;2
RM513;27;No;Travel_Rarely;Research & Development;3;4;Medical;1;Male;2;1;Research Scientist;4;Single;2045;0;No;0;3;4;0;5;0;3;4;2;1;1
RM522;27;No;Travel_Frequently;Sales;3;1;Medical;4;Female;4;2;Sales Executive;4;Divorced;4647;1;Yes;0;4;2;2;6;3;3;6;5;0;4
RM531;27;No;Travel_Rarely;Research & Development;1;2;Life Sciences;3;Female;3;3;Manufacturing Director;1;Married;7412;1;No;0;3;4;0;9;3;3;9;7;0;7
RM538;27;No;Travel_Frequently;Research & Development;10;2;Life Sciences;4;Male;3;3;Manufacturing Director;1;Divorced;8793;1;No;0;4;3;2;9;4;2;9;7;1;7
RM555;27;No;Travel_Rarely;Research & Development;7;3;Medical;4;Female;2;2;Healthcare Representative;1;Single;6811;8;No;0;3;1;0;9;2;1;7;6;0;7
RM577;27;No;Travel_Frequently;Sales;8;1;Marketing;3;Male;3;2;Sales Executive;4;Married;4342;0;No;0;3;2;1;5;3;3;4;2;1;1
RM611;27;No;Travel_Rarely;Research & Development;5;1;Technical Degree;3;Male;2;3;Research Director;4;Divorced;12808;1;Yes;0;3;2;1;9;3;3;9;8;0;8
RM616;27;No;Non-Travel;Research & Development;3;3;Medical;4;Male;3;1;Research Scientist;4;Married;1706;1;No;0;3;3;3;0;6;2;0;0;0;0
RM671;27;No;Travel_Rarely;Research & Development;4;3;Life Sciences;2;Female;3;1;Research Scientist;3;Single;2318;1;No;0;3;3;0;1;2;3;1;1;0;0
RM718;27;No;Travel_Rarely;Research & Development;16;4;Technical Degree;3;Female;3;1;Laboratory Technician;2;Married;2811;9;No;0;3;2;1;4;2;3;2;2;2;2
RM740;27;No;Travel_Rarely;Research & Development;2;4;Life Sciences;1;Female;3;2;Manufacturing Director;4;Married;4227;0;No;0;3;2;1;4;2;3;3;2;2;2
RM787;27;No;Non-Travel;Research & Development;8;5;Life Sciences;1;Male;1;1;Laboratory Technician;3;Married;4621;1;No;0;3;4;3;3;4;3;3;2;1;2
RM834;27;No;Travel_Rarely;Research & Development;6;3;Life Sciences;4;Male;2;1;Research Scientist;3;Married;2539;1;No;0;3;3;1;4;0;3;4;2;2;2
RM890;27;No;Travel_Rarely;Research & Development;14;3;Life Sciences;1;Male;3;1;Research Scientist;1;Married;2235;1;Yes;0;3;4;2;9;3;2;9;7;6;8
RM903;27;No;Travel_Rarely;Research & Development;4;2;Life Sciences;1;Male;3;1;Research Scientist;3;Divorced;2517;1;No;0;3;2;3;5;2;3;5;3;0;3
RM971;27;No;Travel_Rarely;Sales;11;3;Medical;3;Female;4;1;Sales Representative;4;Married;2534;8;No;0;3;2;1;5;4;3;1;0;0;0
RM975;27;No;Travel_Frequently;Sales;2;1;Life Sciences;4;Male;1;2;Sales Executive;4;Single;5071;3;No;0;4;2;0;8;3;3;6;2;0;0
RM997;27;No;Travel_Rarely;Sales;10;3;Marketing;4;Female;2;2;Sales Executive;4;Married;5769;1;Yes;0;3;4;0;6;3;3;6;2;4;4
RM998;27;Yes;Travel_Rarely;Research & Development;17;4;Life Sciences;4;Female;3;1;Research Scientist;3;Single;2394;1;Yes;0;3;4;0;8;2;3;8;2;7;7
RM1018;27;No;Travel_Rarely;Research & Development;11;1;Life Sciences;2;Male;3;1;Laboratory Technician;1;Married;2099;0;No;0;3;2;0;6;3;4;5;0;1;4
RM1150;27;No;Travel_Rarely;Research & Development;19;3;Other;4;Male;2;1;Laboratory Technician;1;Divorced;4066;1;No;0;3;1;2;7;3;3;7;7;0;7
RM1170;27;No;Travel_Rarely;Research & Development;8;3;Medical;2;Female;4;1;Research Scientist;3;Married;3517;7;No;0;3;1;0;5;0;3;3;2;0;2
RM1171;27;No;Travel_Frequently;Research & Development;2;3;Medical;4;Male;3;1;Research Scientist;4;Single;2580;2;No;0;3;3;0;6;0;2;4;2;1;2
RM1249;27;No;Travel_Rarely;Research & Development;8;3;Medical;3;Female;3;1;Research Scientist;4;Single;3445;1;No;0;3;3;0;6;5;2;6;2;1;4
RM1318;27;No;Travel_Frequently;Research & Development;5;2;Life Sciences;4;Female;3;1;Laboratory Technician;4;Single;2379;0;Yes;0;3;3;0;6;3;2;5;4;0;2
RM1329;27;No;Travel_Rarely;Sales;23;1;Medical;2;Female;2;2;Sales Representative;3;Married;3540;1;No;0;4;4;1;9;5;3;9;8;5;8
RM1335;27;No;Travel_Frequently;Research & Development;15;3;Life Sciences;4;Female;2;1;Research Scientist;1;Married;4774;0;No;0;3;4;1;8;2;2;7;6;7;3
RM1351;27;No;Travel_Rarely;Sales;2;2;Medical;1;Female;4;2;Sales Executive;3;Single;6500;0;No;0;3;2;0;9;5;2;8;7;0;7
RM1368;27;No;Travel_Rarely;Research & Development;2;4;Technical Degree;2;Male;3;1;Research Scientist;2;Married;2226;1;No;0;3;3;1;6;3;2;5;3;1;2
RM1380;27;Yes;Travel_Frequently;Human Resources;22;3;Human Resources;1;Female;2;1;Human Resources;2;Married;2863;1;No;0;3;1;0;1;2;3;1;0;0;0
RM1394;27;No;Travel_Rarely;Sales;9;3;Marketing;4;Male;3;2;Sales Executive;4;Single;4105;1;No;0;3;1;0;7;5;3;7;7;0;7
RM1468;27;No;Travel_Rarely;Research & Development;4;3;Life Sciences;2;Male;4;2;Manufacturing Director;2;Married;6142;1;Yes;0;4;2;1;6;0;3;6;2;0;3
RM1468;27;No;Travel_Rarely;Research & Development;4;3;Life Sciences;2;Male;4;2;Manufacturing Director;2;Married;6142;1;Yes;0;4;2;1;6;0;3;6;2;0;3
RM015;28;Yes;Travel_Rarely;Research & Development;24;3;Life Sciences;3;Male;2;1;Laboratory Technician;3;Single;2028;5;Yes;0;3;2;0;6;4;3;4;2;0;3
RM052;28;Yes;Travel_Rarely;Research & Development;5;4;Technical Degree;3;Male;3;1;Laboratory Technician;3;Single;3441;1;Yes;0;3;3;0;2;3;2;2;2;2;2
RM098;28;No;Non-Travel;Sales;4;3;Medical;2;Male;3;2;Sales Executive;3;Married;4221;1;No;0;3;2;0;5;3;4;5;4;0;4
RM163;28;No;Travel_Rarely;Research & Development;21;3;Medical;3;Male;3;1;Research Scientist;4;Married;2713;1;No;0;3;3;1;5;2;1;5;2;0;2
RM265;28;Yes;Travel_Rarely;Research & Development;2;4;Life Sciences;1;Male;3;1;Laboratory Technician;3;Single;3485;2;No;0;3;3;0;5;5;1;0;0;0;0
RM273;28;No;Travel_Rarely;Research & Development;9;3;Medical;4;Male;3;1;Research Scientist;4;Married;2070;1;No;0;4;4;1;5;3;2;5;2;0;4
RM290;28;No;Travel_Rarely;Research & Development;8;2;Life Sciences;4;Female;3;1;Research Scientist;4;Single;3310;1;No;0;4;4;0;5;3;3;5;3;0;2
RM303;28;No;Travel_Rarely;Research & Development;16;2;Medical;2;Male;4;2;Healthcare Representative;1;Single;5661;0;No;0;3;3;0;9;2;3;8;3;0;7
RM324;28;Yes;Travel_Rarely;Research & Development;2;4;Medical;1;Male;1;1;Research Scientist;4;Married;3464;5;Yes;0;3;4;0;5;4;2;3;2;2;2
RM375;28;No;Travel_Rarely;Sales;9;4;Life Sciences;2;Male;3;2;Sales Executive;4;Single;5253;1;No;0;3;4;0;7;1;3;7;5;0;7
RM405;28;No;Travel_Rarely;Research & Development;17;2;Medical;3;Male;3;2;Laboratory Technician;1;Divorced;4558;1;No;0;3;4;1;10;2;3;10;0;1;
RM541;28;Yes;Travel_Rarely;Research & Development;1;2;Life Sciences;1;Female;1;1;Research Scientist;2;Single;2216;7;Yes;0;3;4;0;10;4;3;7;7;3;7
RM599;28;Yes;Travel_Rarely;Research & Development;2;4;Medical;3;Male;3;1;Research Scientist;3;Single;4382;6;No;0;3;4;0;5;3;2;2;2;2;1
RM613;28;No;Travel_Rarely;Sales;2;4;Marketing;2;Female;3;2;Sales Executive;2;Married;4779;1;Yes;0;4;1;0;8;2;3;8;7;7;5
RM630;28;No;Travel_Rarely;Human Resources;8;2;Medical;2;Male;2;1;Human Resources;4;Divorced;4936;1;No;0;3;4;1;6;6;3;5;1;0;4
RM660;28;No;Travel_Rarely;Sales;5;4;Medical;1;Male;3;2;Sales Executive;4;Single;4908;1;No;0;3;2;0;4;3;3;4;2;0;2
RM669;28;No;Travel_Rarely;Research & Development;9;3;Medical;3;Female;3;1;Research Scientist;3;Divorced;2377;5;No;0;3;2;1;6;2;3;2;2;2;2
RM765;28;No;Travel_Rarely;Sales;10;1;Medical;4;Male;3;1;Sales Representative;2;Married;1052;1;No;0;4;2;0;1;5;3;1;0;0;0
RM781;28;Yes;Non-Travel;Research & Development;24;2;Technical Degree;2;Male;2;3;Healthcare Representative;1;Single;8722;1;No;0;3;1;0;10;2;2;10;7;1;9
RM789;28;No;Travel_Rarely;Research & Development;10;3;Other;3;Female;3;2;Research Scientist;3;Single;3660;3;No;0;3;4;0;10;4;4;8;7;1;7
RM794;28;No;Travel_Rarely;Research & Development;15;2;Life Sciences;1;Male;3;1;Laboratory Technician;3;Divorced;2207;1;No;0;3;4;1;4;5;2;4;2;2;2
RM801;28;Yes;Travel_Frequently;Research & Development;1;3;Medical;1;Male;2;1;Laboratory Technician;2;Divorced;2596;1;No;0;3;1;2;1;2;3;1;0;0;0
RM810;28;No;Travel_Rarely;Research & Development;3;3;Medical;4;Female;3;3;Manufacturing Director;2;Divorced;7655;0;No;0;3;2;3;10;3;2;9;7;1;7
RM820;28;No;Travel_Rarely;Research & Development;2;1;Life Sciences;1;Male;2;1;Research Scientist;2;Married;3201;0;No;0;3;1;0;6;2;1;5;3;0;4
RM828;28;No;Travel_Frequently;Research & Development;6;3;Life Sciences;3;Male;2;1;Research Scientist;3;Divorced;2703;1;Yes;0;3;4;1;3;2;3;3;1;0;2
RM843;28;Yes;Travel_Rarely;Research & Development;12;1;Life Sciences;3;Female;3;1;Laboratory Technician;4;Married;2515;1;Yes;0;3;4;0;1;4;2;1;1;0;0
RM869;28;No;Travel_Rarely;Research & Development;19;4;Medical;4;Male;2;1;Laboratory Technician;1;Married;3196;1;No;0;3;3;3;6;2;3;6;5;3;3
RM922;28;No;Travel_Frequently;Research & Development;1;4;Medical;4;Male;3;1;Laboratory Technician;3;Single;2154;0;Yes;0;3;3;0;5;2;2;4;2;0;2
RM930;28;No;Travel_Frequently;Research & Development;2;3;Life Sciences;4;Male;2;1;Laboratory Technician;4;Married;3867;1;Yes;0;3;2;1;2;2;3;2;2;2;2
RM934;28;No;Travel_Rarely;Research & Development;1;3;Technical Degree;4;Male;3;1;Research Scientist;1;Single;2080;2;No;0;3;2;0;5;2;2;3;2;1;2
RM945;28;No;Non-Travel;Research & Development;1;3;Life Sciences;3;Female;1;2;Laboratory Technician;4;Married;6674;0;No;0;3;1;3;10;6;3;9;8;7;5
RM985;28;No;Travel_Rarely;Sales;26;3;Life Sciences;3;Male;2;2;Sales Executive;1;Married;4724;1;No;0;3;3;1;5;0;3;5;3;0;4
RM1042;28;No;Travel_Rarely;Sales;5;3;Medical;4;Male;3;2;Sales Executive;1;Single;8463;0;No;0;3;4;0;6;4;3;5;4;1;3
RM1057;28;Yes;Travel_Frequently;Sales;1;3;Technical Degree;1;Male;3;1;Sales Representative;3;Married;2909;3;No;0;3;4;1;5;3;4;3;2;1;2
RM1069;28;Yes;Travel_Frequently;Research & Development;2;2;Medical;3;Male;2;1;Laboratory Technician;1;Single;2561;7;No;0;3;3;0;8;2;2;0;0;0;0
RM1070;28;No;Travel_Rarely;Research & Development;1;3;Life Sciences;1;Male;2;1;Research Scientist;3;Divorced;1563;1;No;0;3;4;1;1;2;1;1;0;0;0
RM1071;28;No;Travel_Frequently;Sales;7;3;Life Sciences;3;Male;3;2;Sales Executive;1;Single;4898;0;No;0;3;4;0;5;5;3;4;2;1;3
RM1074;28;No;Travel_Rarely;Research & Development;29;1;Life Sciences;3;Male;1;2;Manufacturing Director;2;Married;6549;1;No;0;3;2;2;8;2;2;8;6;1;7
RM1137;28;Yes;Travel_Rarely;Research & Development;24;3;Medical;3;Male;3;1;Laboratory Technician;2;Married;2408;1;Yes;0;3;3;3;1;3;3;1;1;0;0
RM1152;28;No;Travel_Rarely;Research & Development;27;3;Medical;2;Female;1;2;Manufacturing Director;1;Divorced;4877;0;No;0;4;2;1;6;5;2;5;3;0;0
RM1284;28;No;Travel_Rarely;Research & Development;1;3;Life Sciences;3;Male;3;1;Research Scientist;4;Married;2044;1;No;0;3;3;1;5;6;4;5;3;0;3
RM1308;28;No;Travel_Rarely;Research & Development;1;3;Medical;3;Female;3;1;Research Scientist;1;Married;3591;1;No;0;4;3;1;3;3;3;3;2;1;2
RM1324;28;No;Non-Travel;Human Resources;1;2;Life Sciences;3;Male;3;1;Human Resources;4;Divorced;2706;1;No;0;3;2;1;3;2;3;3;2;2;2
RM1338;28;No;Travel_Rarely;Sales;3;3;Medical;2;Female;3;1;Sales Representative;2;Married;2856;1;No;0;3;4;1;1;3;3;1;0;0;0
RM1365;28;No;Travel_Frequently;Sales;1;2;Life Sciences;3;Male;2;2;Sales Executive;4;Married;6834;1;Yes;0;3;3;1;7;2;3;7;7;0;7
RM1370;28;Yes;Travel_Rarely;Sales;13;2;Marketing;4;Female;3;2;Sales Executive;3;Single;9854;3;Yes;0;3;4;0;6;0;3;2;0;2;2
RM1382;28;No;Non-Travel;Research & Development;16;3;Medical;3;Male;3;1;Research Scientist;3;Single;2144;1;No;0;3;3;0;5;3;2;5;3;1;4
RM1391;28;Yes;Travel_Rarely;Research & Development;17;3;Technical Degree;3;Male;2;1;Laboratory Technician;4;Divorced;2367;5;No;0;3;1;1;6;2;2;4;1;0;3
RM012;29;No;Travel_Rarely;Research & Development;15;2;Life Sciences;4;Female;2;2;Laboratory Technician;3;Single;4193;0;Yes;0;3;4;0;10;3;3;9;5;0;8
RM016;29;No;Travel_Rarely;Research & Development;21;4;Life Sciences;2;Female;4;3;Manufacturing Director;1;Divorced;9980;1;No;0;3;3;1;10;1;3;10;9;8;8
RM072;29;No;Travel_Rarely;Research & Development;2;3;Life Sciences;3;Male;3;1;Research Scientist;2;Married;2703;0;No;0;4;4;1;6;3;3;5;4;0;
RM156;29;No;Non-Travel;Research & Development;1;1;Technical Degree;4;Male;3;2;Manufacturing Director;3;Married;4319;1;No;0;3;1;1;10;1;3;10;7;0;9
RM206;29;Yes;Travel_Rarely;Sales;27;3;Marketing;2;Female;3;3;Sales Executive;4;Married;7639;1;No;0;4;4;3;10;3;2;10;4;1;
RM218;29;Yes;Travel_Rarely;Research & Development;1;3;Technical Degree;3;Male;3;1;Research Scientist;3;Single;2058;0;No;0;3;4;0;7;1;2;6;2;1;5
RM228;29;No;Travel_Frequently;Sales;1;1;Medical;2;Female;3;3;Sales Executive;4;Married;7918;1;No;0;3;4;1;11;5;3;11;10;4;1
RM230;29;Yes;Travel_Rarely;Research & Development;18;1;Medical;3;Male;2;1;Research Scientist;4;Single;2389;1;Yes;0;3;3;0;4;3;2;4;3;0;1
RM253;29;No;Travel_Rarely;Research & Development;15;3;Life Sciences;3;Male;3;1;Research Scientist;4;Single;2340;1;No;0;3;1;0;6;1;3;6;5;1;
RM255;29;No;Travel_Rarely;Sales;20;2;Marketing;4;Male;3;2;Sales Executive;4;Divorced;6931;2;No;0;3;4;1;10;2;3;3;2;0;
RM266;29;No;Travel_Rarely;Sales;2;3;Medical;1;Male;2;2;Sales Executive;2;Married;6644;2;No;0;3;2;2;10;2;3;0;0;0;0
RM283;29;No;Travel_Frequently;Sales;2;2;Life Sciences;2;Male;3;2;Sales Executive;4;Single;4554;1;No;0;3;1;0;10;3;2;10;7;0;9
RM337;29;Yes;Travel_Rarely;Research & Development;8;4;Other;2;Male;1;1;Laboratory Technician;1;Married;2119;1;Yes;0;3;4;0;7;4;2;7;7;0;7
RM338;29;No;Travel_Rarely;Research & Development;9;5;Other;2;Male;2;1;Laboratory Technician;4;Single;3983;0;No;0;3;3;0;4;2;3;3;2;2;2
RM344;29;No;Travel_Rarely;Sales;10;1;Marketing;4;Female;2;2;Sales Executive;2;Divorced;8268;1;Yes;0;3;1;2;7;2;3;7;7;1;7
RM350;29;No;Non-Travel;Sales;2;3;Life Sciences;4;Male;3;2;Sales Executive;3;Married;4649;1;No;0;3;1;1;4;3;2;4;3;0;2
RM372;29;No;Travel_Rarely;Research & Development;23;3;Life Sciences;4;Male;3;1;Research Scientist;4;Single;2201;9;No;0;3;4;0;6;4;3;3;2;1;2
RM421;29;No;Travel_Rarely;Research & Development;3;4;Medical;2;Male;2;3;Research Director;3;Married;11935;1;No;0;3;3;0;10;2;3;10;2;0;7
RM422;29;Yes;Travel_Rarely;Research & Development;25;5;Technical Degree;3;Female;2;1;Research Scientist;2;Married;2546;5;No;0;3;2;0;6;2;4;2;2;1;1
RM455;29;No;Travel_Rarely;Research & Development;19;3;Technical Degree;4;Male;3;2;Manufacturing Director;4;Divorced;4262;4;No;0;3;2;2;8;2;4;3;2;1;2
RM508;29;No;Travel_Rarely;Sales;3;2;Medical;2;Female;3;2;Sales Executive;3;Married;5561;1;No;0;3;1;1;6;5;2;6;0;1;2
RM520;29;No;Travel_Frequently;Research & Development;1;4;Life Sciences;2;Male;1;1;Research Scientist;4;Divorced;2720;1;No;0;3;4;1;10;5;3;10;7;2;8
RM547;29;No;Travel_Rarely;Sales;10;3;Life Sciences;3;Male;3;1;Sales Representative;3;Single;2642;1;No;0;3;3;0;1;6;3;1;0;0;0
RM556;29;No;Travel_Rarely;Sales;10;3;Marketing;4;Male;3;1;Sales Representative;2;Divorced;2297;1;No;0;3;4;2;2;2;3;2;2;2;2
RM573;29;No;Travel_Rarely;Research & Development;27;3;Medical;2;Female;3;2;Healthcare Representative;3;Married;4335;4;No;0;3;1;1;11;3;2;8;7;1;1
RM590;29;Yes;Travel_Rarely;Research & Development;1;2;Life Sciences;2;Female;2;1;Laboratory Technician;1;Married;2319;1;Yes;0;3;4;1;1;1;3;1;0;0;0
RM595;29;No;Travel_Rarely;Research & Development;23;2;Life Sciences;3;Male;4;1;Research Scientist;3;Married;2700;1;No;0;4;3;1;10;3;3;10;7;0;7
RM646;29;Yes;Travel_Rarely;Sales;1;3;Medical;2;Female;2;1;Sales Representative;3;Divorced;2800;6;Yes;0;3;3;3;5;3;3;3;2;0;2
RM658;29;No;Travel_Rarely;Research & Development;7;1;Medical;1;Female;2;1;Laboratory Technician;4;Divorced;2532;6;No;0;3;3;3;8;5;3;4;3;0;3
RM698;29;No;Travel_Frequently;Sales;20;3;Technical Degree;3;Female;3;1;Sales Representative;4;Married;2157;1;No;0;3;2;1;3;5;3;3;1;0;2
RM712;29;Yes;Travel_Rarely;Research & Development;10;3;Life Sciences;4;Female;2;1;Research Scientist;1;Single;2404;6;Yes;0;4;3;0;3;5;3;0;0;0;0
RM809;29;No;Travel_Rarely;Research & Development;28;4;Life Sciences;3;Female;3;1;Research Scientist;4;Divorced;2514;4;No;0;4;1;1;11;1;3;7;5;1;7
RM824;29;No;Travel_Frequently;Research & Development;10;3;Life Sciences;4;Female;3;1;Research Scientist;2;Divorced;3291;0;No;0;3;4;2;8;2;2;7;5;1;1
RM826;29;No;Travel_Rarely;Research & Development;8;1;Medical;2;Male;2;2;Manufacturing Director;4;Married;5056;1;Yes;0;3;3;1;10;2;2;10;7;1;2
RM837;29;Yes;Travel_Rarely;Sales;23;1;Life Sciences;4;Female;2;3;Sales Executive;1;Married;7336;1;No;0;3;1;1;11;3;1;11;8;3;10
RM853;29;No;Travel_Rarely;Research & Development;6;1;Medical;2;Female;3;1;Laboratory Technician;4;Married;3131;1;No;0;3;1;1;10;5;3;10;8;0;8
RM860;29;No;Travel_Rarely;Research & Development;15;1;Life Sciences;2;Female;1;1;Research Scientist;4;Married;2168;0;Yes;0;3;1;1;6;2;2;5;4;1;3
RM894;29;No;Travel_Rarely;Research & Development;1;3;Life Sciences;1;Female;3;1;Research Scientist;4;Divorced;3760;1;No;0;3;1;3;3;5;3;3;2;1;2
RM904;29;No;Travel_Rarely;Research & Development;7;3;Life Sciences;3;Male;3;2;Healthcare Representative;4;Divorced;6623;1;Yes;0;3;2;2;6;2;3;6;0;1;0
RM906;29;No;Travel_Rarely;Research & Development;1;3;Life Sciences;4;Female;2;4;Research Director;4;Divorced;16124;3;No;0;3;2;2;9;2;2;7;7;1;7
RM933;29;Yes;Travel_Rarely;Research & Development;7;3;Technical Degree;2;Female;3;1;Laboratory Technician;3;Divorced;3339;3;Yes;0;3;1;2;10;2;3;7;7;7;7
RM1006;29;No;Travel_Rarely;Human Resources;17;3;Other;2;Male;2;3;Human Resources;1;Single;7988;1;No;0;3;1;0;10;3;2;10;9;0;9
RM1008;29;Yes;Travel_Frequently;Research & Development;14;1;Other;3;Female;3;3;Healthcare Representative;4;Single;7553;0;Yes;0;3;1;0;9;1;3;8;7;7;7
RM1058;29;Yes;Travel_Frequently;Sales;13;3;Technical Degree;1;Female;3;2;Sales Executive;2;Single;5765;5;No;0;3;1;0;7;4;1;5;3;0;0
RM1064;29;No;Travel_Rarely;Sales;19;3;Life Sciences;3;Male;2;2;Sales Executive;3;Divorced;8620;1;No;0;3;3;2;10;3;3;10;7;0;4
RM1073;29;No;Travel_Frequently;Research & Development;2;1;Life Sciences;4;Female;3;1;Laboratory Technician;2;Married;3180;0;No;0;3;3;3;4;3;3;3;2;0;2
RM1078;29;Yes;Travel_Rarely;Research & Development;1;4;Technical Degree;1;Male;2;1;Research Scientist;1;Single;2362;6;No;0;3;3;0;11;2;1;9;7;0;7
RM1091;29;No;Travel_Rarely;Research & Development;8;1;Other;3;Female;1;2;Healthcare Representative;1;Married;9715;3;No;0;3;3;1;9;3;3;7;7;0;7
RM1105;29;No;Travel_Rarely;Research & Development;9;3;Life Sciences;3;Male;4;1;Research Scientist;3;Married;2451;6;No;0;3;1;2;5;2;2;1;0;0;0
RM1123;29;No;Travel_Rarely;Research & Development;3;1;Medical;2;Male;3;1;Laboratory Technician;1;Single;4723;1;Yes;0;3;4;0;10;3;3;10;9;1;5
RM1126;29;No;Travel_Frequently;Research & Development;2;1;Life Sciences;1;Male;3;2;Healthcare Representative;4;Divorced;8853;1;No;0;3;4;1;6;0;4;6;4;1;3
RM1173;29;No;Travel_Rarely;Sales;10;3;Medical;3;Male;2;2;Sales Executive;3;Single;5869;9;No;0;3;3;0;8;2;3;5;2;1;4
RM1189;29;No;Travel_Rarely;Sales;5;3;Medical;1;Male;2;2;Sales Executive;2;Divorced;4187;1;Yes;0;3;2;1;10;3;2;10;0;0;9
RM1220;29;No;Travel_Rarely;Research & Development;9;4;Medical;4;Female;3;1;Laboratory Technician;3;Married;2974;9;No;0;3;3;1;9;2;3;5;3;1;2
RM1250;29;Yes;Travel_Rarely;Sales;9;3;Marketing;2;Female;1;1;Sales Representative;2;Single;2760;1;No;0;3;3;0;2;3;3;2;2;2;2
RM1251;29;No;Travel_Frequently;Research & Development;1;3;Life Sciences;4;Male;4;2;Healthcare Representative;3;Single;6294;8;Yes;0;3;4;0;10;5;4;3;2;0;2
RM1259;29;No;Travel_Rarely;Research & Development;4;3;Technical Degree;4;Female;2;1;Research Scientist;1;Divorced;2109;1;No;0;3;3;1;1;2;3;1;0;0;0
RM1314;29;Yes;Travel_Rarely;Human Resources;13;3;Human Resources;1;Male;2;1;Human Resources;1;Divorced;2335;4;Yes;0;3;4;3;4;3;3;2;2;2;0
RM1319;29;No;Travel_Frequently;Research & Development;20;1;Medical;4;Male;3;1;Laboratory Technician;4;Married;3812;1;No;0;3;2;0;11;3;4;11;8;3;10
RM1325;29;No;Travel_Rarely;Research & Development;29;1;Life Sciences;4;Male;1;2;Healthcare Representative;3;Divorced;6384;8;No;0;3;4;2;11;3;3;7;0;1;6
RM1330;29;No;Travel_Rarely;Human Resources;6;1;Medical;4;Male;2;1;Human Resources;2;Married;2804;1;No;0;3;4;0;1;3;3;1;0;0;0
